L1cati1n,A/T(°C),MI/T(°C),MA/T(°C),D/P(mm),MA/W,A/W(m/s),A/PT(°C),A/RH(P),A/SP(hPa),A/LAP(hPa),MA/SLP(hPa),MI/SLP(hPa),A/SLP(hPa),TST(hr),A/GT(°C),T/RYN
90.00,22.60,19.00,27.10,0.00,3.20,1.00,18.00,76.30,20.70,1004.00,1008.00,1004.40,1006.10,11.50,27.40,0.00
90.00,23.20,18.70,28.40,0.00,3.60,1.10,19.30,79.40,22.40,1007.30,1010.30,1008.00,1009.40,11.90,27.70,0.00
90.00,23.50,18.40,27.80,0.00,2.50,1.00,18.70,75.10,21.60,1009.80,1014.40,1009.90,1011.90,11.30,27.70,0.00
90.00,22.90,19.90,25.70,0.00,2.80,1.30,20.40,86.40,24.10,1011.90,1016.50,1011.20,1014.00,1.00,26.60,0.00
90.00,19.30,17.10,22.20,13.10,3.30,1.20,16.80,85.60,19.10,1006.60,1011.30,1006.70,1008.70,0.10,21.40,0.00
90.00,21.20,15.60,25.50,0.00,2.90,1.40,16.20,74.10,18.70,1010.00,1014.80,1009.10,1012.10,11.10,24.90,0.00
90.00,20.30,15.70,24.20,0.00,4.10,1.70,12.70,63.50,14.90,1015.90,1019.60,1014.80,1018.00,11.10,23.60,0.00
90.00,19.70,15.40,23.80,0.00,3.90,1.70,14.30,72.00,16.30,1018.50,1022.20,1019.30,1020.60,8.00,22.90,0.00
90.00,20.00,16.10,25.20,0.00,3.90,2.00,13.90,69.50,15.90,1019.40,1023.40,1019.80,1021.50,8.80,24.00,0.00
90.00,20.20,15.20,23.70,0.00,5.00,2.50,14.40,69.90,16.40,1014.80,1020.00,1014.10,1016.90,5.80,23.30,0.00
90.00,18.90,16.70,21.70,5.10,4.50,1.90,16.10,84.80,18.30,1007.50,1014.10,1006.40,1009.60,0.00,20.60,0.00
90.00,22.10,14.20,27.50,0.00,3.40,1.50,13.20,59.40,15.20,1004.10,1007.30,1004.80,1006.10,11.20,23.20,0.00
90.00,22.30,15.40,27.90,28.80,7.20,2.60,14.40,64.10,16.50,1004.30,1009.60,1004.30,1006.40,6.80,22.30,0.00
90.00,19.90,14.70,24.40,0.00,5.00,1.90,8.60,50.30,11.40,1007.70,1013.40,1004.90,1009.80,11.60,21.80,0.00
90.00,19.40,13.80,24.10,0.00,2.80,1.70,12.50,65.40,14.60,1011.60,1015.30,1012.90,1013.70,11.50,21.80,0.00
90.00,19.60,14.30,24.30,0.00,2.70,1.20,14.10,71.10,16.20,1010.30,1014.10,1010.60,1012.40,10.10,21.70,0.00
90.00,21.50,16.60,25.60,0.00,3.40,1.60,14.20,65.00,16.40,1012.10,1015.70,1010.90,1014.20,10.40,23.20,0.00
90.00,20.90,14.90,25.80,0.00,5.50,1.40,15.20,71.30,17.30,1012.30,1015.80,1010.70,1014.40,9.90,23.30,0.00
90.00,21.10,16.70,24.80,0.00,6.10,1.80,16.20,74.00,18.50,1013.70,1016.80,1012.50,1015.80,8.20,23.70,0.00
90.00,21.50,18.20,24.60,0.00,4.10,1.50,18.30,83.00,21.10,1010.20,1015.80,1008.50,1012.30,9.70,24.90,0.00
90.00,19.50,16.60,22.20,2.10,7.60,2.40,17.30,87.10,19.70,1006.40,1010.20,1006.70,1008.50,0.00,20.40,0.00
90.00,19.60,15.30,25.60,1.40,5.40,2.10,9.00,56.50,12.30,1006.20,1010.50,1004.90,1008.30,10.20,21.90,0.00
90.00,17.90,13.10,22.80,0.00,5.50,2.50,0.60,32.00,6.50,1013.00,1017.70,1010.40,1015.10,10.80,19.30,0.00
90.00,21.90,15.90,26.40,0.00,5.30,2.20,10.40,48.80,12.60,1016.90,1020.20,1017.30,1019.00,10.50,22.40,0.00
90.00,20.30,17.10,25.00,0.00,3.90,1.40,9.00,50.30,11.60,1013.50,1019.00,1012.90,1015.60,0.50,20.10,0.00
90.00,18.80,16.20,21.70,0.00,5.70,2.00,15.60,82.10,17.70,1010.50,1014.80,1011.10,1012.60,0.60,21.20,0.00
90.00,14.20,11.40,18.20,4.60,5.10,1.60,11.70,85.10,13.80,1018.10,1022.60,1014.20,1020.20,0.00,16.40,0.00
90.00,13.80,11.20,17.10,0.00,5.40,2.10,9.70,76.80,12.00,1023.20,1026.80,1022.40,1025.40,1.90,15.70,0.00
90.00,15.70,10.40,21.10,0.00,6.40,1.90,11.60,77.80,13.70,1022.10,1025.90,1022.40,1024.20,6.40,16.90,0.00
90.00,15.70,13.90,17.30,14.80,2.40,1.10,14.00,90.60,16.10,1018.60,1024.00,1018.80,1020.80,0.00,17.00,0.00
90.00,18.10,15.90,21.00,0.20,4.30,1.40,16.70,92.10,19.10,1018.80,1022.50,1018.50,1020.90,3.40,20.70,0.00
90.00,18.80,15.80,23.20,0.00,2.40,1.00,17.20,91.10,19.70,1020.00,1023.50,1020.90,1022.20,7.00,21.40,0.00
90.00,19.80,16.60,23.20,0.00,2.50,1.00,18.30,91.40,21.00,1018.20,1022.70,1018.00,1020.30,4.40,23.10,0.00
90.00,16.40,14.00,19.60,38.80,5.40,1.90,15.50,95.30,17.70,1018.00,1022.70,1016.90,1020.20,0.00,18.00,0.00
90.00,14.70,12.90,17.20,36.50,5.90,2.10,12.70,88.50,14.70,1015.60,1020.50,1015.40,1017.80,1.80,17.30,0.00
90.00,12.80,9.00,14.90,0.00,4.60,1.40,8.70,77.30,11.30,1018.00,1022.50,1018.20,1020.20,0.00,15.30,0.00
90.00,12.10,7.80,16.20,0.00,6.40,1.90,7.80,75.80,10.60,1019.40,1023.00,1019.20,1021.60,5.10,15.80,0.00
90.00,13.10,8.30,18.30,0.00,2.90,1.50,1.70,48.10,7.00,1023.30,1027.30,1022.90,1025.50,9.70,15.60,0.00
90.00,13.60,8.30,18.40,0.00,2.80,1.50,6.50,63.50,9.90,1026.60,1030.20,1027.00,1028.80,8.80,16.00,0.00
90.00,14.10,11.60,18.10,0.00,2.40,1.30,9.10,72.50,11.60,1024.70,1028.70,1025.20,1026.90,4.10,16.40,0.00
90.00,14.50,10.50,18.40,0.00,2.70,1.30,10.30,76.60,12.60,1023.90,1027.20,1024.60,1026.10,6.30,16.00,0.00
90.00,14.30,11.90,17.80,0.00,4.10,1.80,10.00,75.90,12.30,1022.40,1026.70,1022.80,1024.60,0.70,15.50,0.00
90.00,13.90,9.50,18.90,0.00,2.20,1.20,10.80,81.90,13.00,1018.40,1023.00,1019.10,1020.60,6.40,16.10,0.00
90.00,13.80,9.40,18.50,0.00,2.20,1.30,10.00,79.00,12.40,1017.30,1020.90,1018.10,1019.40,10.10,16.00,0.00
90.00,14.40,9.30,20.50,0.00,3.00,1.30,10.60,78.80,13.00,1016.60,1020.60,1017.60,1018.80,10.00,16.20,0.00
90.00,14.00,8.50,16.70,3.20,8.30,4.10,8.80,71.90,11.50,1015.20,1018.80,1015.80,1017.30,0.60,14.00,0.00
90.00,11.30,6.30,15.00,0.00,6.00,2.90,4.50,64.10,8.40,1017.20,1022.70,1015.60,1019.40,7.10,13.60,0.00
90.00,11.20,5.10,17.20,0.00,2.80,1.40,5.00,66.80,8.80,1021.80,1025.70,1022.60,1024.00,10.00,12.90,0.00
90.00,13.20,6.90,19.40,0.00,3.40,1.30,6.00,63.00,9.40,1020.70,1024.10,1021.90,1022.90,10.00,13.60,0.00
90.00,13.90,9.60,18.80,0.00,2.10,1.10,7.60,66.60,10.50,1018.40,1022.60,1019.00,1020.60,2.40,14.10,0.00
90.00,14.40,11.20,18.50,0.00,3.50,1.80,8.90,70.10,11.50,1018.60,1022.50,1019.00,1020.80,8.60,15.60,0.00
90.00,15.00,11.70,19.50,0.00,3.60,1.60,12.00,83.30,14.10,1019.00,1023.50,1018.40,1021.20,6.60,16.30,0.00
90.00,13.40,7.90,21.20,37.30,9.80,2.90,8.00,72.60,10.90,1012.20,1019.80,1009.10,1014.40,5.10,14.20,0.00
90.00,8.30,4.30,12.90,0.00,2.50,1.30,2.10,48.90,5.30,1020.10,1024.50,1019.80,1022.40,10.00,11.00,0.00
90.00,12.30,4.00,18.30,0.00,4.30,1.70,2.20,37.10,5.20,1019.10,1024.20,1018.70,1021.30,10.10,11.10,0.00
90.00,16.00,13.30,18.90,0.00,7.00,3.10,5.00,48.60,8.80,1015.20,1018.90,1015.50,1017.30,1.20,13.20,0.00
90.00,16.50,13.40,20.40,0.00,3.20,1.20,8.30,59.10,11.00,1014.50,1018.30,1014.80,1016.60,6.00,15.50,0.00
90.00,12.40,4.50,17.20,20.90,6.40,2.80,9.00,81.00,11.60,1015.70,1024.00,1015.50,1017.90,0.40,12.40,0.00
90.00,8.70,4.20,12.60,18.10,4.50,1.80,0.50,56.10,6.20,1024.10,1028.30,1023.90,1026.30,7.20,9.80,0.00
90.00,11.20,4.80,15.90,0.00,4.70,1.70,2.80,38.30,5.30,1022.60,1027.70,1022.60,1024.80,9.80,9.90,0.00
90.00,14.30,9.10,19.10,0.00,6.60,1.70,2.30,44.60,7.30,1018.20,1022.80,1018.70,1020.40,9.60,12.40,0.00
90.00,16.80,11.90,19.70,0.00,4.40,1.70,6.80,52.30,10.00,1015.80,1021.10,1014.30,1017.90,8.70,14.10,0.00
90.00,16.00,9.80,20.30,0.00,5.50,2.30,0.60,37.60,6.90,1014.50,1022.30,1013.80,1016.70,9.10,14.00,0.00
90.00,10.00,6.10,15.00,0.00,2.40,1.30,2.50,61.10,7.50,1021.00,1025.60,1019.90,1023.20,9.30,11.10,0.00
90.00,12.30,6.70,19.40,1.10,7.20,3.00,1.10,47.10,6.80,1008.90,1019.90,1003.30,1011.00,5.40,11.30,0.00
90.00,7.20,2.90,12.10,0.00,5.60,1.70,4.70,42.90,4.30,1016.60,1021.10,1012.00,1018.80,9.50,8.40,0.00
90.00,7.80,1.00,13.20,0.00,2.70,1.30,4.40,42.30,4.40,1017.10,1021.10,1017.80,1019.30,9.50,7.70,0.00
90.00,11.60,6.20,15.00,0.00,6.70,1.90,1.00,48.80,6.80,1011.90,1017.90,1010.80,1014.10,3.50,9.00,0.00
90.00,9.40,4.90,13.50,0.00,4.80,2.50,8.80,28.00,3.30,1013.40,1018.10,1011.00,1015.60,9.10,9.00,0.00
90.00,4.00,0.10,7.00,0.00,6.30,2.90,13.00,28.80,2.40,1016.20,1021.70,1016.50,1018.50,9.00,4.80,0.00
90.00,3.00,2.10,7.80,0.00,4.50,1.50,15.30,25.30,1.90,1020.40,1024.20,1021.20,1022.70,9.40,3.50,0.00
90.00,6.40,0.30,11.80,0.00,5.80,1.80,7.30,37.90,3.80,1015.40,1022.50,1014.10,1017.60,2.90,6.00,0.00
90.00,0.80,2.50,6.50,0.00,7.70,3.30,11.30,40.90,2.70,1017.20,1021.30,1015.20,1019.50,8.80,2.10,0.00
90.00,0.30,4.00,4.70,0.00,6.30,3.10,19.60,21.60,1.30,1021.20,1025.70,1021.30,1023.50,9.20,0.80,0.00
90.00,1.90,1.60,6.30,0.00,8.20,2.80,11.80,37.40,2.60,1021.30,1026.30,1021.70,1023.60,7.10,1.80,0.00
90.00,4.00,2.60,10.70,0.00,3.10,1.50,10.50,36.10,2.80,1021.50,1026.90,1020.40,1023.70,9.20,2.50,0.00
90.00,6.70,3.10,10.70,0.00,6.40,3.00,3.90,47.80,4.80,1012.90,1020.70,1012.00,1015.10,5.00,6.00,0.00
90.00,1.90,0.90,4.80,0.00,6.90,2.70,14.40,29.00,2.00,1015.90,1020.40,1015.60,1018.20,9.00,1.50,0.00
90.00,0.50,2.80,4.10,0.00,7.10,2.70,14.10,34.40,2.10,1019.60,1025.90,1019.10,1021.90,8.90,0.50,0.00
90.00,4.30,2.80,9.80,1.10,5.30,1.70,3.90,56.50,4.90,1019.50,1027.00,1016.80,1021.80,7.20,3.00,0.00
90.00,4.60,0.70,8.10,0.00,3.90,1.60,4.10,53.60,4.60,1021.80,1027.90,1020.00,1024.10,4.00,3.50,0.00
90.00,4.70,0.00,10.60,0.00,2.50,1.50,3.30,56.60,4.90,1022.70,1028.30,1020.70,1024.90,8.90,3.10,0.00
90.00,10.50,3.00,14.70,0.00,5.60,2.50,0.40,50.90,6.40,1016.60,1020.90,1016.80,1018.80,5.20,7.60,0.00
90.00,8.80,4.70,13.50,0.00,5.40,2.20,5.40,38.30,4.40,1019.10,1023.00,1017.80,1021.30,8.10,8.10,0.00
90.00,2.70,2.40,6.60,0.00,4.60,1.80,19.90,17.60,1.30,1020.90,1025.30,1020.90,1023.20,8.30,2.30,0.00
90.00,0.50,4.00,3.40,0.00,5.80,2.20,16.90,28.50,1.70,1025.20,1029.40,1024.60,1027.50,8.60,0.80,0.00
90.00,3.80,1.90,7.10,0.00,4.30,1.60,10.00,36.10,3.00,1023.80,1028.80,1023.60,1026.10,9.00,1.60,0.00
90.00,6.80,3.80,9.60,0.00,5.00,1.90,1.60,55.10,5.40,1019.20,1023.80,1020.20,1021.40,5.70,5.40,0.00
90.00,2.80,3.20,6.50,0.00,4.90,2.00,13.50,31.80,2.50,1015.50,1020.80,1016.00,1017.70,8.60,2.30,0.00
90.00,3.30,7.00,0.60,0.00,6.80,2.10,20.90,25.00,1.20,1016.60,1021.90,1017.00,1018.90,9.00,3.00,0.00
90.00,1.40,4.10,6.30,0.00,4.30,1.40,8.80,47.40,3.20,1018.80,1022.80,1019.50,1021.10,8.50,0.30,0.00
90.00,3.00,2.20,7.90,0.00,6.30,1.80,11.40,36.40,2.80,1017.60,1021.10,1018.00,1019.90,8.50,1.00,0.00
90.00,0.70,4.70,4.50,0.00,6.40,2.10,15.00,34.40,2.00,1017.60,1021.10,1018.10,1019.90,7.90,0.50,0.00
90.00,1.60,3.20,5.30,0.00,5.00,1.60,11.60,37.30,2.50,1015.70,1019.90,1016.70,1018.00,8.80,0.30,0.00
90.00,3.70,0.70,8.10,0.50,6.50,2.30,6.00,50.80,4.20,1008.80,1016.90,1006.40,1011.10,2.10,2.90,0.00
90.00,5.50,7.90,0.70,0.00,7.60,4.60,24.00,22.00,0.90,1015.10,1021.70,1013.20,1017.40,8.80,4.10,0.00
90.00,5.80,9.00,3.00,0.00,8.70,4.10,25.30,20.10,0.80,1021.60,1025.60,1021.40,1024.00,8.90,5.10,0.00
90.00,3.70,8.00,2.30,0.00,4.40,1.90,21.50,24.10,1.20,1024.90,1030.00,1024.20,1027.30,8.90,4.20,0.00
90.00,0.80,5.70,4.30,0.00,3.40,1.50,13.00,40.10,2.50,1027.60,1031.90,1028.30,1030.00,5.20,1.80,0.00
90.00,1.40,3.00,4.40,0.00,5.10,2.00,15.50,31.80,2.20,1021.00,1028.30,1020.40,1023.30,1.90,0.80,0.00
90.00,3.30,8.10,1.00,0.00,9.10,3.40,19.70,28.30,1.40,1020.10,1026.60,1019.50,1022.40,8.20,3.70,0.00
90.00,4.60,9.90,0.60,0.00,6.60,2.20,21.40,26.50,1.10,1023.60,1027.10,1024.20,1025.90,8.80,5.00,0.00
90.00,0.50,4.40,4.30,0.00,6.40,2.70,8.50,51.80,3.30,1021.60,1026.50,1021.40,1023.90,7.10,0.70,0.00
90.00,1.80,4.20,1.60,0.00,5.20,2.30,18.90,26.60,1.40,1025.10,1029.30,1024.30,1027.40,8.40,2.60,0.00
90.00,0.30,5.20,4.50,0.00,4.80,2.20,11.10,43.00,2.80,1026.30,1030.40,1027.10,1028.60,8.10,1.30,0.00
90.00,1.90,2.90,6.70,0.00,4.30,1.60,10.00,42.40,2.90,1024.40,1028.30,1025.40,1026.70,8.80,0.80,0.00
90.00,5.80,0.30,10.40,0.00,5.80,2.30,4.70,47.50,4.40,1020.50,1025.40,1020.60,1022.80,8.40,1.90,0.00
90.00,8.30,5.10,11.40,0.00,5.20,1.90,3.60,43.10,4.70,1018.10,1022.50,1018.20,1020.30,7.90,5.10,0.00
90.00,4.60,1.00,9.20,9.40,6.50,1.90,0.80,70.60,5.90,1009.10,1018.40,1006.10,1011.30,0.00,3.70,0.00
90.00,0.00,2.10,3.60,0.00,4.90,2.30,13.10,37.40,2.30,1015.80,1020.20,1011.90,1018.10,8.80,0.70,0.00
90.00,2.00,6.40,1.80,0.00,5.90,2.70,19.20,27.40,1.40,1018.30,1023.60,1018.60,1020.60,8.70,2.30,0.00
90.00,3.00,7.00,0.50,0.00,5.10,2.60,23.30,19.60,1.00,1021.90,1026.00,1023.00,1024.30,8.90,3.60,0.00
90.00,0.50,5.20,4.20,0.00,5.10,1.50,11.60,40.50,2.70,1023.60,1029.10,1023.40,1025.90,8.80,1.60,0.00
90.00,4.70,0.30,9.00,0.00,4.30,1.50,5.20,49.60,4.20,1021.50,1026.90,1021.50,1023.70,8.20,0.80,0.00
90.00,3.70,0.20,7.50,0.00,3.10,1.40,1.60,68.60,5.60,1021.20,1027.70,1018.70,1023.50,2.40,1.20,0.00
90.00,2.60,1.30,5.50,0.00,7.20,3.10,13.10,33.50,2.50,1016.00,1022.00,1016.20,1018.30,8.40,1.00,0.00
90.00,1.00,3.20,4.20,0.00,6.40,2.60,18.90,21.30,1.40,1021.80,1025.80,1021.70,1024.10,8.90,0.90,0.00
90.00,1.50,2.10,5.60,0.00,7.00,2.90,18.40,21.80,1.50,1022.60,1026.70,1022.60,1024.90,8.50,0.30,0.00
90.00,1.60,5.50,3.30,0.00,3.70,1.60,17.10,29.90,1.60,1025.00,1029.20,1026.00,1027.30,8.90,1.50,0.00
90.00,1.00,5.70,2.20,0.00,3.30,1.50,9.50,53.30,3.20,1023.40,1028.60,1022.30,1025.80,0.60,1.10,0.00
90.00,1.50,1.40,7.20,0.00,2.80,1.20,10.30,45.40,3.00,1014.90,1022.30,1014.50,1017.20,7.20,0.50,0.00
90.00,0.80,2.20,5.90,0.00,3.90,1.90,13.90,32.40,2.10,1017.70,1022.70,1015.80,1020.00,8.90,0.30,0.00
90.00,2.20,2.90,6.60,0.00,2.30,1.10,7.60,50.10,3.70,1017.80,1023.20,1016.30,1020.10,4.50,0.00,0.00
90.00,4.00,1.20,8.10,1.10,5.30,1.80,6.30,48.90,3.90,1005.40,1016.30,1002.80,1007.60,1.70,2.40,0.00
90.00,3.10,4.90,0.40,0.40,7.30,3.30,14.80,40.10,2.00,1005.10,1012.30,1002.10,1007.40,8.50,0.40,0.00
90.00,6.40,9.80,3.10,0.00,5.70,2.70,20.60,32.00,1.20,1012.50,1019.20,1011.70,1014.80,9.00,3.90,0.00
90.00,8.60,11.90,3.10,0.00,4.00,1.60,21.80,34.10,1.10,1019.30,1024.40,1019.10,1021.70,9.00,5.60,0.00
90.00,7.50,14.10,2.40,0.00,3.80,1.50,23.40,29.00,1.00,1024.30,1028.00,1024.30,1026.60,9.00,5.60,0.00
90.00,1.70,7.40,3.00,0.00,4.20,1.50,13.00,42.00,2.30,1027.20,1031.90,1027.50,1029.60,8.80,2.60,0.00
90.00,2.30,5.60,6.80,0.00,4.00,1.60,7.90,47.10,3.50,1024.20,1031.60,1021.20,1026.50,8.90,0.30,0.00
90.00,7.40,2.90,11.90,0.00,5.80,2.10,4.20,45.10,4.60,1018.10,1021.90,1018.70,1020.30,8.20,4.50,0.00
90.00,6.60,3.40,9.40,0.00,4.30,2.10,4.30,47.30,4.60,1014.70,1020.50,1014.40,1016.90,3.40,4.70,0.00
90.00,5.10,2.10,6.90,0.00,4.90,1.70,0.00,70.50,6.20,1014.50,1018.10,1015.10,1016.70,2.30,4.20,0.00
90.00,5.20,2.50,8.00,0.00,5.20,1.70,11.10,31.90,2.80,1017.80,1022.90,1016.40,1020.00,1.40,3.30,0.00
90.00,3.10,1.10,7.70,0.00,3.70,1.40,14.80,25.80,2.00,1019.00,1023.90,1019.20,1021.30,8.30,2.70,0.00
90.00,4.20,1.20,7.00,0.00,5.00,2.20,7.90,41.40,3.40,1018.00,1021.60,1018.30,1020.20,5.50,1.70,0.00
90.00,2.10,0.80,5.50,0.00,5.30,1.80,13.40,31.80,2.20,1020.00,1024.40,1020.10,1022.30,7.80,1.70,0.00
90.00,0.00,2.80,3.10,2.40,4.70,2.00,5.90,66.60,4.00,1012.20,1020.10,1010.50,1014.50,1.90,1.90,0.00
90.00,9.00,13.80,1.70,0.00,8.00,2.90,23.70,30.30,1.00,1015.40,1022.30,1010.50,1017.80,9.30,0.70,0.00
90.00,12.30,15.90,8.40,0.00,6.10,2.40,29.20,23.50,0.60,1021.20,1025.00,1022.00,1023.60,9.30,7.00,0.00
90.00,10.80,16.20,4.90,0.00,4.10,2.10,26.00,28.00,0.70,1022.00,1026.40,1021.80,1024.40,9.30,7.00,0.00
90.00,10.40,15.80,5.20,0.00,4.00,2.00,26.80,25.30,0.70,1022.20,1026.20,1023.10,1024.60,9.30,6.60,0.00
90.00,4.70,11.30,0.70,0.00,4.50,1.80,20.20,28.90,1.30,1022.10,1027.30,1020.70,1024.40,9.40,3.20,0.00
90.00,2.50,6.40,1.40,0.00,6.40,2.60,21.30,22.30,1.10,1015.00,1020.60,1014.40,1017.30,5.50,0.40,0.00
90.00,6.70,10.50,2.60,0.00,6.20,2.70,24.50,23.30,0.90,1016.80,1021.20,1016.30,1019.10,9.40,4.20,0.00
90.00,3.30,10.30,1.00,0.00,8.50,2.50,17.20,34.40,1.70,1019.60,1023.20,1020.20,1022.00,9.50,2.60,0.00
90.00,0.40,3.20,2.10,0.00,4.10,1.60,16.00,31.50,1.90,1022.40,1026.20,1022.60,1024.70,2.50,1.00,0.00
90.00,2.70,6.90,1.90,0.00,3.70,1.80,14.40,40.30,2.10,1025.60,1029.60,1026.20,1028.00,9.60,1.40,0.00
90.00,0.50,5.40,3.20,0.00,7.00,2.70,8.00,58.30,3.50,1024.40,1029.30,1025.00,1026.70,3.70,0.10,0.00
90.00,3.40,7.80,0.30,0.00,5.30,2.30,17.80,33.80,1.60,1019.70,1025.00,1020.40,1022.10,9.30,1.40,0.00
90.00,6.50,9.40,2.00,0.00,3.90,1.50,21.30,31.00,1.10,1020.60,1024.80,1021.50,1023.00,8.70,2.30,0.00
90.00,8.00,11.70,3.40,0.00,4.90,2.00,24.60,26.00,0.90,1019.80,1024.80,1020.30,1022.10,9.80,4.90,0.00
90.00,8.80,13.20,3.50,0.00,3.80,1.60,24.20,28.60,0.90,1019.50,1024.20,1020.00,1021.90,9.70,5.20,0.00
90.00,5.20,11.30,0.20,0.00,3.80,1.90,21.70,26.80,1.10,1020.60,1024.40,1021.50,1022.90,9.90,3.10,0.00
90.00,1.40,7.40,3.50,0.00,5.20,1.90,20.50,23.00,1.20,1019.90,1023.40,1021.00,1022.20,9.50,0.60,0.00
90.00,2.90,4.10,8.60,0.00,3.90,1.40,9.40,40.60,3.10,1017.90,1022.70,1017.90,1020.10,7.40,2.50,0.00
90.00,2.60,5.70,8.00,0.00,5.50,3.20,14.10,30.60,2.50,1014.40,1020.40,1013.10,1016.70,7.20,3.30,0.00
90.00,5.30,8.40,2.40,0.00,6.70,3.70,25.20,19.80,0.80,1015.90,1021.10,1014.80,1018.20,9.10,2.50,0.00
90.00,4.90,9.10,0.70,0.00,4.60,2.40,22.20,24.90,1.10,1015.30,1019.20,1014.80,1017.60,10.00,2.40,0.00
90.00,0.10,6.70,4.30,0.00,5.50,2.50,14.30,33.30,2.20,1016.10,1021.00,1016.10,1018.40,9.90,0.30,0.00
90.00,6.50,2.70,10.50,0.00,6.10,2.80,7.90,37.50,3.70,1010.00,1017.20,1007.20,1012.20,6.50,4.30,0.00
90.00,0.00,3.90,5.00,0.00,3.80,1.80,12.30,41.60,2.50,1017.80,1021.70,1016.60,1020.10,10.00,2.80,0.00
90.00,1.80,5.50,7.60,0.00,4.90,2.10,15.10,32.10,2.00,1012.30,1019.40,1010.90,1014.60,9.90,1.60,0.00
90.00,0.50,3.30,1.80,0.00,4.80,2.20,21.00,20.60,1.20,1018.30,1023.40,1014.80,1020.60,10.10,1.00,0.00
90.00,0.10,3.20,3.50,0.00,2.80,1.40,15.00,33.40,2.10,1022.00,1026.50,1022.80,1024.30,7.10,0.00,0.00
90.00,2.80,1.80,6.70,0.00,2.60,1.00,7.80,46.10,3.50,1019.50,1023.90,1019.80,1021.70,7.20,1.90,0.00
90.00,2.90,1.40,7.40,0.00,4.20,1.80,13.20,30.90,2.40,1018.20,1022.10,1018.40,1020.50,8.70,3.90,0.00
90.00,1.10,3.90,2.40,0.00,4.80,2.00,16.70,30.50,1.70,1020.20,1024.70,1020.70,1022.50,9.90,1.40,0.00
90.00,2.50,3.10,7.50,0.00,4.30,1.70,11.30,35.90,2.60,1016.90,1022.50,1016.50,1019.20,9.40,2.00,0.00
90.00,4.80,0.40,8.10,0.00,4.90,2.40,3.80,55.00,4.70,1016.70,1020.90,1016.00,1019.00,9.20,5.30,0.00
90.00,0.30,1.10,7.60,5.40,8.60,3.20,2.90,80.50,5.00,1025.90,1030.80,1020.20,1028.20,1.80,0.70,0.00
90.00,0.10,2.00,2.50,0.00,5.60,2.00,2.40,83.30,5.10,1022.90,1029.10,1023.00,1025.20,3.20,1.90,0.00
90.00,1.60,1.30,5.10,0.00,3.70,1.70,2.80,72.60,5.00,1023.20,1027.70,1023.70,1025.50,7.90,3.10,0.00
90.00,3.30,2.40,9.60,0.00,4.30,1.40,0.20,79.00,6.10,1020.30,1024.60,1021.10,1022.60,3.80,1.50,0.00
90.00,3.10,0.40,5.20,49.00,5.90,2.50,2.70,96.80,7.50,1011.90,1024.50,1003.00,1014.10,0.00,3.30,0.00
90.00,1.10,2.70,5.30,0.60,9.20,3.60,7.10,57.90,3.90,1002.70,1015.40,997.20,1004.90,9.40,1.30,0.00
90.00,1.90,6.20,6.60,0.00,3.90,1.50,11.70,38.40,2.60,1012.10,1017.10,1011.80,1014.40,10.20,1.30,0.00
90.00,9.20,2.20,15.20,0.00,3.80,1.50,1.50,47.90,5.80,1008.80,1013.30,1007.80,1010.90,10.30,6.60,0.00
90.00,9.20,4.40,14.30,16.00,5.50,2.00,5.40,78.80,8.90,1013.40,1019.30,1009.90,1015.60,0.50,8.50,0.00
90.00,0.30,2.70,4.40,22.00,5.60,2.30,2.60,82.50,5.10,1021.10,1027.10,1018.90,1023.40,0.00,0.70,0.00
90.00,1.10,3.70,4.70,0.00,4.00,1.70,2.40,77.10,5.10,1029.00,1033.60,1026.80,1031.30,7.10,3.10,0.00
90.00,2.50,0.10,6.40,2.40,3.90,1.30,0.10,84.80,6.20,1027.70,1033.40,1026.00,1030.00,4.00,3.50,0.00
90.00,1.60,0.20,3.40,9.40,5.60,2.20,0.20,90.80,6.20,1019.10,1026.00,1018.70,1021.40,0.00,2.30,0.00
90.00,1.00,0.70,2.30,0.00,4.00,1.20,2.10,80.10,5.30,1022.40,1026.50,1023.00,1024.70,0.00,2.40,0.00
90.00,4.90,2.20,9.90,0.00,4.90,1.70,1.50,66.10,5.60,1018.70,1024.50,1018.30,1020.90,9.90,4.90,0.00
90.00,4.90,0.90,7.60,0.00,5.20,2.50,2.00,62.50,5.30,1021.00,1024.60,1020.10,1023.30,10.60,6.70,0.00
90.00,8.10,0.00,14.20,0.00,3.90,1.40,1.10,64.30,6.70,1017.30,1024.10,1015.20,1019.50,5.00,7.70,0.00
90.00,17.40,10.70,22.40,0.00,6.00,3.30,1.20,30.80,6.20,1011.10,1015.60,1010.20,1013.20,6.30,12.50,0.00
90.00,16.50,11.20,19.70,0.00,3.90,1.80,6.60,52.60,9.80,1014.00,1018.50,1013.80,1016.20,0.70,15.20,0.00
90.00,13.00,2.20,22.60,2.70,13.40,3.10,6.90,69.60,10.20,1012.20,1024.10,1007.40,1014.40,3.90,15.10,0.00
90.00,1.40,1.90,3.10,0.10,5.00,2.30,4.90,63.10,4.30,1026.90,1031.10,1024.10,1029.20,0.00,3.90,0.00
90.00,4.10,3.60,9.00,0.00,4.90,2.10,1.80,66.00,5.50,1024.00,1030.30,1022.80,1026.30,1.50,5.00,0.00
