지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr),다음날
90,2017-09-27,19.5,16.6,2345,22.2,408,,0.6,1316,1.1,1239,2.1,13.8,90,1329,7.6,70,1333,2.4,2077,70,17.3,72,407,87.1,19.7,1006.4,1010.2,2119,1006.7,1322,1008.5,12,0,,,,,,,,,,,20.4,17.2,,,,,,,,,,,,,,,X
90,2017-09-28,19.6,15.3,638,25.6,1409,,0.5,257,0.8,29,1.4,11.4,290,1515,5.4,290,1523,2.1,1815,270,9,18,1516,56.5,12.3,1006.2,1010.5,140,1004.9,1532,1008.3,11.9,10.2,,,,,,,,,,,21.9,11.8,,,,,,,,,,,,,,,X
90,2017-09-29,17.9,13.1,253,22.8,1414,,,,,,,10,290,510,5.5,290,514,2.5,2161,290,0.6,23,1123,32,6.5,1013,1017.7,2310,1010.4,1,1015.1,11.9,10.8,,,,,,,,,,,19.3,9.1,,,,,,,,,,,,,,,X
90,2017-09-30,21.9,15.9,534,26.4,1459,,,,,,,10.1,230,2027,5.3,230,2035,2.2,1880,250,10.4,30,2127,48.8,12.6,1016.9,1020.2,1031,1017.3,1,1019,11.9,10.5,,,,,,,,,,,22.4,12.8,,,,,,,,,,,,,,,X
90,2017-10-01,20.3,17.1,2359,25,1339,,0,,0,,0,7.9,230,112,3.9,200,48,1.4,1209,270,9,19,1337,50.3,11.6,1013.5,1019,3,1012.9,1651,1015.6,11.8,0.5,,,,,,,,,,,20.1,14.6,,,,,,,,,,,,,,,X
90,2017-10-02,18.8,16.2,27,21.7,1417,,0,,0,,0,8,360,1320,5.7,360,1315,2,1743,360,15.6,61,18,82.1,17.7,1010.5,1014.8,2145,1011.1,1439,1012.6,11.8,0.6,,,,,,,,,,,21.2,15.3,,,,,,,,,,,,,,,X
90,2017-10-03,14.2,11.4,2216,18.2,1,,0.8,951,1.8,925,4.6,8.4,50,451,5.1,70,455,1.6,1387,50,11.7,66,559,85.1,13.8,1018.1,1022.6,2336,1014.2,1,1020.2,11.7,0,,,,,,,,,,,16.4,11.6,,,,,,,,,,,,,,,X
90,2017-10-04,13.8,11.2,332,17.1,1107,,0,,0,,0,8.5,360,1050,5.4,70,1205,2.1,1804,320,9.7,56,957,76.8,12,1023.2,1026.8,1036,1022.4,1,1025.4,11.7,1.9,,,,,,,,,,,15.7,10.6,,,,,,,,,,,,,,,X
90,2017-10-05,15.7,10.4,335,21.1,1228,,,,,,,10.2,160,1255,6.4,160,1301,1.9,1632,160,11.6,61,1011,77.8,13.7,1022.1,1025.9,913,1022.4,1612,1024.2,11.6,6.4,,,,,,,,,,,16.9,9.9,,,,,,,,,,,,,,,X
90,2017-10-06,15.7,13.9,345,17.3,1238,,0.9,1013,3.5,1512,14.8,3.7,290,1056,2.4,290,1056,1.1,967,290,14,77,859,90.6,16.1,1018.6,1024,1000,1018.8,1809,1020.8,11.6,0,,,,,,,,,,,17,13.1,,,,,,,,,,,,,,,X
90,2017-10-07,18.1,15.9,1,21,1330,,0.1,,0.1,,0.2,6.5,360,1203,4.3,360,1212,1.4,1190,320,16.7,80,1030,92.1,19.1,1018.8,1022.5,2343,1018.5,151,1020.9,11.6,3.4,,,,,,,,,,,20.7,16.2,,,,,,,,,,,,,,,X
90,2017-10-08,18.8,15.8,206,23.2,1115,,,,,,,4.1,140,1638,2.4,110,1247,1,834,110,17.2,76,1116,91.1,19.7,1020,1023.5,933,1020.9,1616,1022.2,11.5,7,,,,,,,,,,,21.4,15.8,,,,,,,,,,,,,,,X
90,2017-10-09,19.8,16.6,41,23.2,1047,,,,,,,4.8,160,1705,2.5,140,1705,1,867,140,18.3,77,1026,91.4,21,1018.2,1022.7,727,1018,1707,1020.3,11.5,4.4,,,,,,,,,,,23.1,16.8,,,,,,,,,,,,,,,X
90,2017-10-10,16.4,14,1905,19.6,239,,2.9,1120,10.3,1035,38.8,8.2,90,804,5.4,70,808,1.9,1654,320,15.5,88,130,95.3,17.7,1018,1022.7,1116,1016.9,2400,1020.2,11.4,0,,,,,,,,,,,18,15,,,,,,,,,,,,,,,X
90,2017-10-11,14.7,12.9,643,17.2,1412,,2.5,311,9.8,311,36.5,9.5,340,233,5.9,340,328,2.1,1853,340,12.7,73,2335,88.5,14.7,1015.6,1020.5,2218,1015.4,1407,1017.8,11.4,1.8,,,,,,,,,,,17.3,13.6,,,,,,,,,,,,,,,X
90,2017-10-12,12.8,9,2306,14.9,1012,,0,,0,,0,7,360,134,4.6,360,138,1.4,1172,340,8.7,64,135,77.3,11.3,1018,1022.5,848,1018.2,1543,1020.2,11.4,0,,,,,,,,,,,15.3,9.3,,,,,,,,,,,,,,,X
90,2017-10-13,12.1,7.8,555,16.2,1443,,,,,,,8.5,340,1119,6.4,360,1128,1.9,1635,270,7.8,57,1219,75.8,10.6,1019.4,1023,2324,1019.2,1,1021.6,11.3,5.1,,,,,,,,,,,15.8,7.6,,,,,,,,,,,,,,,X
90,2017-10-14,13.1,8.3,608,18.3,1241,,,,,,,5.2,290,111,2.9,20,1115,1.5,1254,270,1.7,24,1421,48.1,7,1023.3,1027.3,2350,1022.9,1,1025.5,11.3,9.7,,,,,,,,,,,15.6,7.1,,,,,,,,,,,,,,,X
90,2017-10-15,13.6,8.3,546,18.4,1256,,,,,,,4.5,70,1259,2.8,20,1305,1.5,1280,270,6.5,39,1005,63.5,9.9,1026.6,1030.2,929,1027,12,1028.8,11.2,8.8,,,,,,,,,,,16,7.6,,,,,,,,,,,,,,,X
90,2017-10-16,14.1,11.6,610,18.1,1256,,,,,,,4.3,50,1507,2.4,20,1507,1.3,1091,290,9.1,55,1649,72.5,11.6,1024.7,1028.7,1,1025.2,1506,1026.9,11.2,4.1,,,,,,,,,,,16.4,11,,,,,,,,,,,,,,,X
90,2017-10-17,14.5,10.5,411,18.4,1310,,0,,0,,0,4.3,50,1259,2.7,50,1235,1.3,1123,270,10.3,60,358,76.6,12.6,1023.9,1027.2,832,1024.6,1643,1026.1,11.2,6.3,,,,,,,,,,,16,9,,,,,,,,,,,,,,,X
90,2017-10-18,14.3,11.9,2309,17.8,935,,0,,0,,0,8,160,1126,4.1,160,1132,1.8,1512,160,10,58,940,75.9,12.3,1022.4,1026.7,125,1022.8,1827,1024.6,11.1,0.7,,,,,,,,,,,15.5,12.2,,,,,,,,,,,,,,,X
90,2017-10-19,13.9,9.5,2338,18.9,1233,,,,,,,3.9,20,917,2.2,20,924,1.2,1008,270,10.8,66,1234,81.9,13,1018.4,1023,1,1019.1,1600,1020.6,11.1,6.4,,,,,,,,,,,16.1,10.2,,,,,,,,,,,,,,,X
90,2017-10-20,13.8,9.4,403,18.5,1332,,,,,,,3.2,110,1339,2.2,110,1305,1.3,1151,270,10,63,849,79,12.4,1017.3,1020.9,912,1018.1,1429,1019.4,11,10.1,,,,,,,,,,,16,9.1,,,,,,,,,,,,,,,X
90,2017-10-21,14.4,9.3,2346,20.5,1234,,,,,,,5.6,160,1632,3,160,1627,1.3,1139,290,10.6,65,1426,78.8,13,1016.6,1020.6,833,1017.6,2342,1018.8,11,10,,,,,,,,,,,16.2,9,,,,,,,,,,,,,,,X
90,2017-10-22,14,8.5,202,16.7,902,,3.1,929,3.1,839,3.2,12.9,90,1128,8.3,70,1015,4.1,3534,70,8.8,54,2325,71.9,11.5,1015.2,1018.8,716,1015.8,2356,1017.3,11,0.6,,,,,,,,,,,14,8.3,,,,,,,,,,,,,,,X
90,2017-10-23,11.3,6.3,2358,15,1312,,,,,,,11.7,20,120,6,50,107,2.9,2513,20,4.5,47,1306,64.1,8.4,1017.2,1022.7,2319,1015.6,352,1019.4,10.9,7.1,,,,,,,,,,,13.6,6.3,,,,,,,,,,,,,,,X
90,2017-10-24,11.2,5.1,514,17.2,1221,,,,,,,4.5,110,1143,2.8,110,1231,1.4,1198,110,5,45,1137,66.8,8.8,1021.8,1025.7,915,1022.6,19,1024,10.9,10,,,,,,,,,,,12.9,4.5,,,,,,,,,,,,,,,X
90,2017-10-25,13.2,6.9,521,19.4,1320,,,,,,,5.5,180,1447,3.4,160,1534,1.3,1092,230,6,42,1529,63,9.4,1020.7,1024.1,858,1021.9,1445,1022.9,10.9,10,,,,,,,,,,,13.6,5.6,,,,,,,,,,,,,,,X
90,2017-10-26,13.9,9.6,211,18.8,1012,,,,,,,3.1,230,2056,2.1,270,710,1.1,979,270,7.6,42,1008,66.6,10.5,1018.4,1022.6,849,1019,1432,1020.6,10.8,2.4,,,,,,,,,,,14.1,7.4,,,,,,,,,,,,,,,X
90,2017-10-27,14.4,11.2,542,18.5,1345,,,,,,,5.1,340,1454,3.5,20,1144,1.8,1516,270,8.9,50,925,70.1,11.5,1018.6,1022.5,2156,1019,339,1020.8,10.8,8.6,,,,,,,,,,,15.6,10.3,,,,,,,,,,,,,,,X
90,2017-10-28,15,11.7,341,19.5,1245,,,,,,,5.6,20,1334,3.6,360,1026,1.6,1414,270,12,74,858,83.3,14.1,1019,1023.5,847,1018.4,2327,1021.2,10.7,6.6,,,,,,,,,,,16.3,10.4,,,,,,,,,,,,,,,X
90,2017-10-29,13.4,7.9,2208,21.2,1222,,6,1838,20.3,1835,37.3,15.2,340,1534,9.8,360,1534,2.9,2516,290,8,41,1024,72.6,10.9,1012.2,1019.8,2400,1009.1,1433,1014.4,10.7,5.1,,,,,,,,,,,14.2,8.1,,,,,,,,,,,,,,,X
90,2017-10-30,8.3,4.3,601,12.9,1426,,,,,,,5.8,320,21,2.5,320,12,1.3,1136,270,-2.1,33,1303,48.9,5.3,1020.1,1024.5,841,1019.8,1,1022.4,10.7,10,,,,,,,,,,,11,3.6,,,,,,,,,,,,,,,X
90,2017-10-31,12.3,4,357,18.3,1325,,,,,,,8.6,290,1235,4.3,290,1205,1.7,1510,270,-2.2,23,1328,37.1,5.2,1019.1,1024.2,856,1018.7,2346,1021.3,10.6,10.1,,,,,,,,,,,11.1,2.5,,,,,,,,,,,,,,,X
90,2017-11-01,16,13.3,343,18.9,1313,,,,,,,13.7,290,516,7,270,744,3.1,2653,270,5,29,38,48.6,8.8,1015.2,1018.9,2,1015.5,1625,1017.3,10.6,1.2,,,,,,,,,,,13.2,10.4,,,,,,,,,,,,,,,X
90,2017-11-02,16.5,13.4,637,20.4,1456,,,,,,,6.4,290,1634,3.2,290,138,1.2,1055,140,8.3,43,1450,59.1,11,1014.5,1018.3,846,1014.8,1648,1016.6,10.6,6,,,,,,,,,,,15.5,10.6,,,,,,,,,,,,,,,X
90,2017-11-03,12.4,4.5,2316,17.2,250,,,,,,20.9,11.3,290,2323,6.4,340,1216,2.8,2391,340,9,57,250,81,11.6,1015.7,1024,2353,1015.5,130,1017.9,10.5,0.4,,,,,,,,,,,12.4,5.8,,,,,,,,,,,,,,,X
90,2017-11-04,8.7,4.2,209,12.6,1405,,,,,,18.1,8.2,290,118,4.5,290,241,1.8,1557,290,-0.5,20,2342,56.1,6.2,1024.1,1028.3,943,1023.9,8,1026.3,10.5,7.2,,,,,,,,,,,9.8,4.1,,,,,,,,,,,,,,,X
90,2017-11-05,11.2,4.8,655,15.9,1452,,,,,,,8.1,230,2000,4.7,230,2008,1.7,1439,140,-2.8,13,200,38.3,5.3,1022.6,1027.7,932,1022.6,2349,1024.8,10.4,9.8,,,,,,,,,,,9.9,2,,,,,,,,,,,,,,,X
90,2017-11-06,14.3,9.1,717,19.1,1448,,,,,,,12.7,200,447,6.6,230,452,1.7,1443,290,2.3,33,308,44.6,7.3,1018.2,1022.8,13,1018.7,2326,1020.4,10.4,9.6,,,,,,,,,,,12.4,4.8,,,,,,,,,,,,,,,X
90,2017-11-07,16.8,11.9,743,19.7,1300,,,,,,,8.1,230,402,4.4,230,603,1.7,1481,270,6.8,36,111,52.3,10,1015.8,1021.1,856,1014.3,2324,1017.9,10.4,8.7,,,,,,,,,,,14.1,8.4,,,,,,,,,,,,,,,X
90,2017-11-08,16,9.8,2340,20.3,1329,,,,,,,11,290,1416,5.5,290,1424,2.3,1983,290,0.6,16,1528,37.6,6.9,1014.5,1022.3,2353,1013.8,1311,1016.7,10.4,9.1,,,,,,,,,,,14,6.5,,,,,,,,,,,,,,,X
90,2017-11-09,10,6.1,614,15,1256,,,,,,,3.4,270,32,2.4,290,2,1.3,1088,290,2.5,42,931,61.1,7.5,1021,1025.6,856,1019.9,2341,1023.2,10.3,9.3,,,,,,,,,,,11.1,4,,,,,,,,,,,,,,,X
90,2017-11-10,12.3,6.7,124,19.4,1258,,,,,,1.1,15.2,290,2104,7.2,290,2029,3,2566,250,1.1,28,720,47.1,6.8,1008.9,1019.9,1,1003.3,1503,1011,10.3,5.4,,,,,,,,,,,11.3,5.5,,,,,,,,,,,,,,,X
90,2017-11-11,7.2,2.9,2244,12.1,1348,,,,,,,11.2,290,31,5.6,290,6,1.7,1466,290,-4.7,24,1058,42.9,4.3,1016.6,1021.1,2333,1012,1,1018.8,10.3,9.5,,,,,,,,,,,8.4,1.9,,,,,,,,,,,,,,,X
90,2017-11-12,7.8,1,717,13.2,1405,,,,,,,5,250,2023,2.7,290,2031,1.3,1080,290,-4.4,26,1001,42.3,4.4,1017.1,1021.1,800,1017.8,1809,1019.3,10.2,9.5,,,,,,,,,,,7.7,0,,,,,,,,,,,,,,,X
90,2017-11-13,11.6,6.2,36,15,1235,,,,,,,12.2,290,1407,6.7,290,1427,1.9,1638,270,1,32,8,48.8,6.8,1011.9,1017.9,103,1010.8,2052,1014.1,10.2,3.5,,,,,,,,,,,9,2.9,,,,,,,,,,,,,,,X
90,2017-11-14,9.4,4.9,2330,13.5,3,,,,,,,14.1,250,59,4.8,290,851,2.5,2182,290,-8.8,15,1002,28,3.3,1013.4,1018.1,2317,1011,37,1015.6,10.1,9.1,,,,,,,,,,,9,1.6,,,,,,,,,,,,,,,X
90,2017-11-15,4,-0.1,2349,7,1216,,,,,,,14,250,1438,6.3,290,1441,2.9,2466,290,-13,16,1539,28.8,2.4,1016.2,1021.7,2339,1016.5,1237,1018.5,10.1,9,,,,,,,,,,,4.8,-3,,,,,,,,,,,,,,,X
90,2017-11-16,3,-2.1,623,7.8,1413,,,,,,,8.2,250,327,4.5,290,1517,1.5,1294,250,-15.3,16,1402,25.3,1.9,1020.4,1024.2,819,1021.2,1434,1022.7,10.1,9.4,,,,,,,,,,,3.5,-5,,,,,,,,,,,,,,,X
90,2017-11-17,6.4,-0.3,11,11.8,1518,,,,,,,8.6,360,1949,5.8,360,2251,1.8,1587,270,-7.3,22,251,37.9,3.8,1015.4,1022.5,1,1014.1,1716,1017.6,10.1,2.9,,,,,,,,,,,6,-2.6,,,,,,,,,,,,,,,X
90,2017-11-18,0.8,-2.5,2354,6.5,4,,,,,,,10.6,360,844,7.7,360,1035,3.3,2839,340,-11.3,23,2022,40.9,2.7,1017.2,1021.3,2243,1015.2,1,1019.5,10,8.8,,,,,,,,,,,2.1,-5.1,,,,,,,,,,,,,,,X
90,2017-11-19,0.3,-4,720,4.7,1407,,,,,,,11.8,290,2239,6.3,290,1143,3.1,2651,290,-19.6,13,1424,21.6,1.3,1021.2,1025.7,716,1021.3,1,1023.5,10,9.2,,,,,,,,,,,0.8,-5.7,,,,,,,,,,,,,,,X
90,2017-11-20,1.9,-1.6,448,6.3,1305,,,,,,,13.4,290,624,8.2,290,629,2.8,2411,290,-11.8,18,205,37.4,2.6,1021.3,1026.3,2355,1021.7,1506,1023.6,10,7.1,,,,,,,,,,,1.8,-4.7,,,,,,,,,,,,,,,X
90,2017-11-21,4,-2.6,539,10.7,1416,,,,,,,6.2,340,1943,3.1,110,1315,1.5,1321,270,-10.5,16,1358,36.1,2.8,1021.5,1026.9,223,1020.4,2247,1023.7,10,9.2,,,,,,,,,,,2.5,-4.9,,,,,,,,,,,,,,,X
90,2017-11-22,6.7,3.1,10,10.7,1259,,,,,,0,12.2,290,1149,6.4,290,1211,3,2558,290,-3.9,27,2215,47.8,4.8,1012.9,1020.7,1,1012,1530,1015.1,9.9,5,,,,,,,,,,,6,-0.9,,,,,,,,,,,,,,,X
90,2017-11-23,1.9,-0.9,748,4.8,1211,,,,,,,12.3,320,1226,6.9,290,1450,2.7,2308,290,-14.4,21,1011,29,2,1015.9,1020.4,2315,1015.6,1,1018.2,9.9,9,,,,,,,,,,,1.5,-5,,,,,,,,,,,,,,,X
90,2017-11-24,0.5,-2.8,614,4.1,1214,,,,,,,15.3,270,1150,7.1,290,1441,2.7,2361,270,-14.1,17,1401,34.4,2.1,1019.6,1025.9,2346,1019.1,1359,1021.9,9.9,8.9,,,,,,,,,,,0.5,-6.2,,,,,,,,,,,,,,,X
90,2017-11-25,4.3,-2.8,701,9.8,1356,,,,,,1.1,8.6,160,1054,5.3,160,1114,1.7,1482,230,-3.9,35,28,56.5,4.9,1019.5,1027,448,1016.8,1441,1021.8,9.9,7.2,,,,,,,,,,,3,-5.9,,,,,,,,,,,,,,,X
90,2017-11-26,4.6,0.7,2119,8.1,1316,,,,,,,7.3,340,936,3.9,340,940,1.6,1396,290,-4.1,40,1541,53.6,4.6,1021.8,1027.9,2400,1020,8,1024.1,9.8,4,,,,,,,,,,,3.5,-2.6,,,,,,,,,,,,,,,X
90,2017-11-27,4.7,0,536,10.6,1516,,,,,,,3.2,230,1927,2.5,230,1957,1.5,1277,290,-3.3,41,1209,56.6,4.9,1022.7,1028.3,249,1020.7,2340,1024.9,9.8,8.9,,,,,,,,,,,3.1,-2,,,,,,,,,,,,,,,X
90,2017-11-28,10.5,3,14,14.7,1238,,,,,,,9.1,360,1622,5.6,340,1330,2.5,2185,340,0.4,30,1437,50.9,6.4,1016.6,1020.9,14,1016.8,1528,1018.8,9.8,5.2,,,,,,,,,,,7.6,0.6,,,,,,,,,,,,,,,X
90,2017-11-29,8.8,4.7,2341,13.5,1339,,,,,,,8.5,290,926,5.4,290,915,2.2,1870,270,-5.4,12,1346,38.3,4.4,1019.1,1023,2053,1017.8,237,1021.3,9.8,8.1,,,,,,,,,,,8.1,0.6,,,,,,,,,,,,,,,X
90,2017-11-30,2.7,-2.4,2317,6.6,1146,,,,,,,8.9,290,1359,4.6,290,1404,1.8,1554,290,-19.9,12,1427,17.6,1.3,1020.9,1025.3,2301,1020.9,1359,1023.2,9.7,8.3,,,,,,,,,,,2.3,-5.7,,,,,,,,,,,,,,,X
90,2017-12-01,-0.5,-4,411,3.4,1233,,,,,,,9.1,270,59,5.8,290,42,2.2,1891,270,-16.9,12,26,28.5,1.7,1025.2,1029.4,933,1024.6,32,1027.5,9.7,8.6,,,,,,,,,,,-0.8,-7.4,,,,,,,,,,,,,,,X
90,2017-12-02,3.8,-1.9,127,7.1,1524,,,,,,,7.5,340,1126,4.3,290,1130,1.6,1354,270,-10,23,258,36.1,3,1023.8,1028.8,713,1023.6,2346,1026.1,9.7,9,,,,,,,,,,,1.6,-6.6,,,,,,,,,,,,,,,X
90,2017-12-03,6.8,3.8,310,9.6,1258,,,,,,,9.2,270,1217,5,290,1226,1.9,1614,270,-1.6,44,1359,55.1,5.4,1019.2,1023.8,1,1020.2,1515,1021.4,9.7,5.7,,,,,,,,,,,5.4,-0.6,,,,,,,,,,,,,,,X
90,2017-12-04,2.8,-3.2,2355,6.5,209,,,,,,,12,290,1638,4.9,290,1641,2,1728,290,-13.5,13,1300,31.8,2.5,1015.5,1020.8,1,1016,1337,1017.7,9.7,8.6,,,,,,,,,,,2.3,-5,,,,,,,,,,,,,,,X
90,2017-12-05,-3.3,-7,632,0.6,1407,,,,,,,14.1,290,1149,6.8,290,1152,2.1,1836,290,-20.9,14,1240,25,1.2,1016.6,1021.9,2339,1017,1227,1018.9,9.6,9,,,,,,,,,,,-3,-8.4,,,,,,,,,,,,,,,X
90,2017-12-06,1.4,-4.1,619,6.3,1426,,,,,,,9.1,270,1413,4.3,290,350,1.4,1211,270,-8.8,28,1229,47.4,3.2,1018.8,1022.8,1000,1019.5,2343,1021.1,9.6,8.5,,,,,,,,,,,0.3,-7.8,,,,,,,,,,,,,,,X
90,2017-12-07,3,-2.2,2325,7.9,1327,,,,,,,13.6,290,1553,6.3,290,1556,1.8,1519,290,-11.4,21,1329,36.4,2.8,1017.6,1021.1,2357,1018,1426,1019.9,9.6,8.5,,,,,,,,,,,1,-6.3,,,,,,,,,,,,,,,X
90,2017-12-08,-0.7,-4.7,401,4.5,1305,,,,,,,10.9,270,2058,6.4,290,2120,2.1,1842,290,-15,15,1419,34.4,2,1017.6,1021.1,1,1018.1,1442,1019.9,9.6,7.9,,,,,,,,,,,-0.5,-8.2,,,,,,,,,,,,,,,X
90,2017-12-09,1.6,-3.2,738,5.3,1304,,,,,,,8.6,290,1335,5,290,1342,1.6,1358,290,-11.6,28,1240,37.3,2.5,1015.7,1019.9,1,1016.7,1508,1018,9.6,8.8,,,,,,,,,,,0.3,-7.2,,,,,,,,,,,,,,,X
90,2017-12-10,3.7,-0.7,2359,8.1,1517,,,,,,0.5,14.9,290,2344,6.5,290,1937,2.3,1957,270,-6,30,2350,50.8,4.2,1008.8,1016.9,1,1006.4,1511,1011.1,9.6,2.1,,,,,,,,,,,2.9,-2.5,,,,,,,,,,,,,,,X
90,2017-12-11,-5.5,-7.9,2340,-0.7,1,,,,,,,15.9,290,131,7.6,290,1555,4.6,3963,290,-24,16,359,22,0.9,1015.1,1021.7,2323,1013.2,11,1017.4,9.6,8.8,,,,,,,,,,,-4.1,-8.1,,,,,,,,,,,,,,,X
90,2017-12-12,-5.8,-9,604,-3,1216,,,,,,,14.7,290,226,8.7,290,235,4.1,3572,290,-25.3,14,1157,20.1,0.8,1021.6,1025.6,2334,1021.4,9,1024,9.6,8.9,,,,,,,,,,,-5.1,-9.1,,,,,,,,,,,,,,,X
90,2017-12-13,-3.7,-8,652,2.3,1435,,,,,,,6.9,360,330,4.4,340,431,1.9,1629,290,-21.5,14,1230,24.1,1.2,1024.9,1030,2340,1024.2,48,1027.3,9.5,8.9,,,,,,,,,,,-4.2,-11.6,,,,,,,,,,,,,,,X
90,2017-12-14,-0.8,-5.7,325,4.3,1246,,,,,,,4.7,270,412,3.4,290,243,1.5,1317,290,-13,20,955,40.1,2.5,1027.6,1031.9,917,1028.3,2400,1030,9.5,5.2,,,,,,,,,,,-1.8,-7.8,,,,,,,,,,,,,,,X
90,2017-12-15,1.4,-3,607,4.4,1038,,,,,,,7.2,290,1941,5.1,290,2021,2,1705,270,-15.5,7,949,31.8,2.2,1021,1028.3,1,1020.4,1646,1023.3,9.5,1.9,,,,,,,,,,,-0.8,-7,,,,,,,,,,,,,,,X
90,2017-12-16,-3.3,-8.1,2347,1,1,,,,,,,17,290,1458,9.1,290,1439,3.4,2977,290,-19.7,15,1317,28.3,1.4,1020.1,1026.6,2357,1019.5,1301,1022.4,9.5,8.2,,,,,,,,,,,-3.7,-10.7,,,,,,,,,,,,,,,X
90,2017-12-17,-4.6,-9.9,629,-0.6,1251,,,,,,,12.5,320,2222,6.6,290,2231,2.2,1862,270,-21.4,16,1117,26.5,1.1,1023.6,1027.1,240,1024.2,1421,1025.9,9.5,8.8,,,,,,,,,,,-5,-12.3,,,,,,,,,,,,,,,X
90,2017-12-18,0.5,-4.4,313,4.3,1956,,,,,,0,12.6,290,15,6.4,290,1335,2.7,2368,290,-8.5,34,3,51.8,3.3,1021.6,1026.5,134,1021.4,1859,1023.9,9.5,7.1,,,,,,,,,,,-0.7,-7,,,,,,,,,,,,,,,X
90,2017-12-19,-1.8,-4.2,2357,1.6,1342,,,,,,,9.6,290,1401,5.2,290,1404,2.3,1978,290,-18.9,17,1857,26.6,1.4,1025.1,1029.3,1033,1024.3,1,1027.4,9.5,8.4,,,,,,,,,,,-2.6,-9.2,,,,,,,,,,,,,,,X
90,2017-12-20,0.3,-5.2,309,4.5,1437,,,,,,0,8.8,270,1253,4.8,290,754,2.2,1868,290,-11.1,23,9,43,2.8,1026.3,1030.4,1018,1027.1,1630,1028.6,9.5,8.1,,,,,,,,,,,-1.3,-9.2,,,,,,,,,,,,,,,X
90,2017-12-21,1.9,-2.9,748,6.7,1203,,,,,,,8.2,270,1412,4.3,290,1427,1.6,1362,270,-10,22,1229,42.4,2.9,1024.4,1028.3,1016,1025.4,2225,1026.7,9.5,8.8,,,,,,,,,,,-0.8,-8.2,,,,,,,,,,,,,,,X
90,2017-12-22,5.8,-0.3,17,10.4,1319,,,,,,,11,290,1119,5.8,320,1457,2.3,1971,270,-4.7,28,1257,47.5,4.4,1020.5,1025.4,1,1020.6,2351,1022.8,9.5,8.4,,,,,,,,,,,1.9,-5.5,,,,,,,,,,,,,,,X
90,2017-12-23,8.3,5.1,2018,11.4,1206,,,,,,,11.4,290,106,5.2,270,154,1.9,1603,270,-3.6,31,1130,43.1,4.7,1018.1,1022.5,1024,1018.2,2350,1020.3,9.5,7.9,,,,,,,,,,,5.1,-1.3,,,,,,,,,,,,,,,X
90,2017-12-24,4.6,1,1950,9.2,59,,,,,,9.4,11,290,2321,6.5,290,2317,1.9,1599,290,-0.8,39,4,70.6,5.9,1009.1,1018.4,1,1006.1,1545,1011.3,9.5,0,,,,,,,,,,,3.7,-0.4,,,,,,,,,,,,,,,X
90,2017-12-25,0,-2.1,2244,3.6,1314,,,,,,,10.2,230,1820,4.9,290,43,2.3,1985,290,-13.1,20,1415,37.4,2.3,1015.8,1020.2,1044,1011.9,4,1018.1,9.5,8.8,,,,,,,,,,,-0.7,-3.1,,,,,,,,,,,,,,,X
90,2017-12-26,-2,-6.4,2255,1.8,1112,,,,,,,11,270,736,5.9,290,1512,2.7,2347,290,-19.2,13,1437,27.4,1.4,1018.3,1023.6,2329,1018.6,1256,1020.6,9.5,8.7,,,,,,,,,,,-2.3,-6.5,,,,,,,,,,,,,,,X
90,2017-12-27,-3,-7,148,0.5,1420,,,,,,,12.4,290,624,5.1,290,1808,2.6,2243,290,-23.3,10,1053,19.6,1,1021.9,1026,2339,1023,444,1024.3,9.5,8.9,,,,,,,,,,,-3.6,-7,,,,,,,,,,,,,,,X
90,2017-12-28,0.5,-5.2,659,4.2,1443,,,,,,,10.6,290,2224,5.1,290,2200,1.5,1291,290,-11.6,24,10,40.5,2.7,1023.6,1029.1,1027,1023.4,2230,1025.9,9.5,8.8,,,,,,,,,,,-1.6,-7.1,,,,,,,,,,,,,,,X
